Authors,Title,Year,Source title,Cited by,Link,Affiliations,Authors with affiliations,Abstract
"Delaporte R.H., Guzen K.P., Laverde Jr. A., dos Santos A.R., Sarragiotto M.H.","Phenylpropanoid glycerols from Tillandsia streptocarpa Baker (Bromeliaceae)",2006,"Biochemical Systematics and Ecology",10,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33646561896&doi=10.1016%2fj.bse.2006.01.010&partnerID=40&md5=935ab475f60a5ba6b7a3a890a20a8478","Instituto de Ciências Biológicas, Médicas e da Saúde, Universidade Paranaense, Praca Mascarenhas de Moraes, s/n, Umuarama, 87502-210 PR, Brazil; Departamento de Química, Universidade Estadual de Maringá, Av. Colombo, 5970, Maringá, 87020-900 PR, Brazil","Delaporte, R.H., Instituto de Ciências Biológicas, Médicas e da Saúde, Universidade Paranaense, Praca Mascarenhas de Moraes, s/n, Umuarama, 87502-210 PR, Brazil; Guzen, K.P., Instituto de Ciências Biológicas, Médicas e da Saúde, Universidade Paranaense, Praca Mascarenhas de Moraes, s/n, Umuarama, 87502-210 PR, Brazil; Laverde Jr., A., Instituto de Ciências Biológicas, Médicas e da Saúde, Universidade Paranaense, Praca Mascarenhas de Moraes, s/n, Umuarama, 87502-210 PR, Brazil; dos Santos, A.R., Departamento de Química, Universidade Estadual de Maringá, Av. Colombo, 5970, Maringá, 87020-900 PR, Brazil; Sarragiotto, M.H., Departamento de Química, Universidade Estadual de Maringá, Av. Colombo, 5970, Maringá, 87020-900 PR, Brazil",[No abstract available]
"Batista M.R., Ferraz M., Bazotte R.B.","Are physiological changes in meal-fed rats determined by the amount of food ingested in the last meal or due to feeding schedule?",1997,"Physiology and Behavior",10,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030738954&doi=10.1016%2fS0031-9384%2897%2900110-8&partnerID=40&md5=e37045449f74da72aca0b218d4536d0a","Dept. of Pharm. and Pharmacol. (DFF), Univ. of Maringa, 87020-900, PR, Maringá, Brazil; University Paranaense (Unipar), 87502-210, PR, Umuarama, Brazil","Batista, M.R., Dept. of Pharm. and Pharmacol. (DFF), Univ. of Maringa, 87020-900, PR, Maringá, Brazil, University Paranaense (Unipar), 87502-210, PR, Umuarama, Brazil; Ferraz, M., Dept. of Pharm. and Pharmacol. (DFF), Univ. of Maringa, 87020-900, PR, Maringá, Brazil, University Paranaense (Unipar), 87502-210, PR, Umuarama, Brazil; Bazotte, R.B., Dept. of Pharm. and Pharmacol. (DFF), Univ. of Maringa, 87020-900, PR, Maringá, Brazil, University Paranaense (Unipar), 87502-210, PR, Umuarama, Brazil","Rats trained to eat a single meal from 0800 to 1000 AM, (MF rats), increased food intake from the 1st (7.0 g) to the 13th (16.1 g) day and showed higher hepatic glycogen concentration and glycemia during fasting. To verify if these changes were determined by the higher food intake or due to the disciplining condition we compared rats at the 1st (MF(1st day-5 g) group) and 13th day (MF(13th day-5 g) group) of training, refed with a fixed amount of food (5 g). In addition, a third group (MF(13th day-12 g) group) composed by trained meal-fed rats, refed on day 13 with approximately 75% of food ingested by MF rats on day 13 (12 g) of feeding training was included. The experiments with these 3 groups were performed at zero (1000 h), 6 (1600 h), 13 (2300 h), 18 (0400 h) and 22 (0800 h) h after meal. Our results demonstrated that part of the physiological changes of MF rats is consequence of feeding training (increased food intake during the fixed meal time and spontaneous elevation of glycemia 13 h after meal) and part of the differences (hepatic glycogen concentration, gastric and intestinal emptying) correlate well with effective time of fasting. In addition, hepatic gluconeogenesis from L-lactate and glycerol was influenced by both factors."
"Olivato J.B., Müller C.M.O., Carvalho G.M., Yamashita F., Grossmann M.V.E.","Physical and structural characterisation of starch/polyester blends with tartaric acid",2014,"Materials Science and Engineering C",9,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84896759914&doi=10.1016%2fj.msec.2014.02.020&partnerID=40&md5=17c5a7595694771424bfc82a9f95d393","Departamento de Ciência e Tecnologia de Alimentos, Centro de Ciências Agrárias, Universidade Estadual de Londrina, PO Box 6001, 86051-980 Londrina, PR, Brazil; Departamento de Química, Centro de Ciências Exatas, Universidade Estadual de Londrina, PO Box 6001, 86051-980 Londrina, PR, Brazil","Olivato, J.B., Departamento de Ciência e Tecnologia de Alimentos, Centro de Ciências Agrárias, Universidade Estadual de Londrina, PO Box 6001, 86051-980 Londrina, PR, Brazil; Müller, C.M.O., Departamento de Ciência e Tecnologia de Alimentos, Centro de Ciências Agrárias, Universidade Estadual de Londrina, PO Box 6001, 86051-980 Londrina, PR, Brazil; Carvalho, G.M., Departamento de Química, Centro de Ciências Exatas, Universidade Estadual de Londrina, PO Box 6001, 86051-980 Londrina, PR, Brazil; Yamashita, F., Departamento de Ciência e Tecnologia de Alimentos, Centro de Ciências Agrárias, Universidade Estadual de Londrina, PO Box 6001, 86051-980 Londrina, PR, Brazil; Grossmann, M.V.E., Departamento de Ciência e Tecnologia de Alimentos, Centro de Ciências Agrárias, Universidade Estadual de Londrina, PO Box 6001, 86051-980 Londrina, PR, Brazil","Starch/PBAT blends were produced by reactive extrusion with tartaric acid (TA) as an additive. The effects of TA, glycerol and starch + PBAT on the mechanical, optical and structural properties of the films were evaluated, with formulations based in a constrained mixture design. Tartaric acid acts as a compatibiliser and promotes the acid hydrolysis of starch chains. These two functions explain the observed film resistance and opacity. TA reduced the weight loss in water. Scanning electron microscopy (SEM) images showed that TA reduces the interfacial tension between the polymeric phases, resulting in more homogeneous films. Nuclear magnetic resonance (13C CPMAS) and Fourier transform infrared spectroscopy (FT-IR) suggest that tartaric acid is able to react with the hydroxyl groups of the starch by esterification/ transesterification reactions, confirming its role as a compatibiliser. The addition of TA results in materials with better properties that are suitable for use in food packaging. © Published by Elsevier B.V."
"de Carvalho P.L.O., Moreira I., Martins E.N., Piano L.M., Toledo J.B., de Costa Filho C.L.","Crude glycerine in diets for piglets",2012,"Revista Brasileira de Zootecnia",9,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867616564&doi=10.1590%2fS1516-35982012000700014&partnerID=40&md5=0e77a736279dbd1b89de5cb9dd1cea25","Pós-Graduação em Zootecnia, Universidade Estadual de Maringá, Av. Colombo, 5790, 87020-900, Maringá-Paraná, Brazil; Departamento de Zootecnia, Universidade Estadual de Maringá, Av. Colombo, 5790, 87020-900, Maringá-Paraná, Brazil","de Carvalho, P.L.O., Pós-Graduação em Zootecnia, Universidade Estadual de Maringá, Av. Colombo, 5790, 87020-900, Maringá-Paraná, Brazil; Moreira, I., Departamento de Zootecnia, Universidade Estadual de Maringá, Av. Colombo, 5790, 87020-900, Maringá-Paraná, Brazil; Martins, E.N., Departamento de Zootecnia, Universidade Estadual de Maringá, Av. Colombo, 5790, 87020-900, Maringá-Paraná, Brazil; Piano, L.M., Pós-Graduação em Zootecnia, Universidade Estadual de Maringá, Av. Colombo, 5790, 87020-900, Maringá-Paraná, Brazil; Toledo, J.B., Pós-Graduação em Zootecnia, Universidade Estadual de Maringá, Av. Colombo, 5790, 87020-900, Maringá-Paraná, Brazil; de Costa Filho, C.L., Pós-Graduação em Zootecnia, Universidade Estadual de Maringá, Av. Colombo, 5790, 87020-900, Maringá-Paraná, Brazil","Two experiments were carried out to determine the nutritional value and to evaluate performance of piglets fed two types of crude glycerine (CG), which were made from vegetable oil (CGS) and a mix of animal fat + % soybean oil (CGA). In experiment I, a digestibility assay was conducted using 32 crossbred piglets (19.20±1.52 kg). The experimental unit consisted of one pig, with a total of four experimental units per diet. The glycerine levels used in the digestibility assay were 4, 8, and 12% of the basal diet (corn + soybean based). The digestible (DE) and metabolizable energy (ME) values of glycerine were estimated by regression of DE and ME intake (kcal/kg) vs. glycerine intake (kg). The values (as-fed basis) of DE and ME (kcal/kg) obtained were: CGS = 5,070 and 4,556; CGA = 5,143 and 4,488, respectively. The results indicate that these two types of glycerine are a highly-available energy source for the feeding of piglets (15-30 kg). In experiment II, 90 piglets (BW = 15.18±0.67 to 30.28±1.68 kg), were allotted in a completely randomized design in 2 × 4 factorial arrangement, with of two types of crude glycerine (CGS and CGA) and four inclusion levels (3, 6, 9, and 12%). Five experimental units (pens with two pigs) were used for each level of crude glycerine, resulting in five replicates per treatment in the diet. Additionally, a control diet containing no glycerine (0%) was formulated. There was no interaction between levels of CG and types of crude glycerine, and the regression analysis indicates no effects of crude glycerine inclusion on performance and plasma variables. The results suggest that it is feasible to use up to 12% of both tyes of crude glycerine (obtained from soybean oil and mixed) in the diet for piglets without impairing performance, in addition to promoting a reduction of about 11% in the cost with feeding. © 2012 Sociedade Brasileira de Zootecnia."
"Garcia P.S., Eiras Grossmann M.V., Yamashita F., Mali S., Dall'Antonia L.H., Barreto W.J.","Citric acid as multifunctional agent in blowing films of starch/PBAT",2011,"Quimica Nova",9,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-82155162125&doi=10.1590%2fS0100-40422011000900005&partnerID=40&md5=90ebca6424d182b5a16daee2db91c352","Departamento de Ciência e Tecnologia de Alimentos, Universidade Estadual de Londrina, CP 6011, 86051-970 Londrina - PR, Brazil; Departamento de Bioquímica, Universidade Estadual de Londrina, CP 6011, 86051-970 Londrina - PR, Brazil; Departamento de Química, Universidade Estadual de Londrina, CP 6011, 86051-970 Londrina - PR, Brazil","Garcia, P.S., Departamento de Ciência e Tecnologia de Alimentos, Universidade Estadual de Londrina, CP 6011, 86051-970 Londrina - PR, Brazil; Eiras Grossmann, M.V., Departamento de Ciência e Tecnologia de Alimentos, Universidade Estadual de Londrina, CP 6011, 86051-970 Londrina - PR, Brazil; Yamashita, F., Departamento de Ciência e Tecnologia de Alimentos, Universidade Estadual de Londrina, CP 6011, 86051-970 Londrina - PR, Brazil; Mali, S., Departamento de Bioquímica, Universidade Estadual de Londrina, CP 6011, 86051-970 Londrina - PR, Brazil; Dall'Antonia, L.H., Departamento de Química, Universidade Estadual de Londrina, CP 6011, 86051-970 Londrina - PR, Brazil; Barreto, W.J., Departamento de Química, Universidade Estadual de Londrina, CP 6011, 86051-970 Londrina - PR, Brazil","Citric acid was used as a compatibilizer in the production of starch and PBAT films plasticized with glycerol and processed by blow extrusion. Films produced were characterized by WVP, mechanical properties, FT-IR-ATR and SEM. WPV ranged from 3.71 to 12.73×10-11g m-1 s -1 Pa-1, while tensile strength and elongation at break ranged from 1.81 to 7.15 MPa and from 8.61 to 23.63%, respectively. Increasing the citric acid concentration improved WVP and slightly decreased film resistance and elongation. The films micrographs revealed a more homogeneous material with the addition of citric acid. However, the infrared spectra revealed little about cross-linking esterification reaction."
"Chiari L., Sodré L.M.K.","Genetic variability in five species of Anostomidae (Ostariophysi - Characiformes)",1999,"Genetics and Molecular Biology",9,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033382979&partnerID=40&md5=7c2a13ccf80052ee26418e973c61e05b","Departamento de Biologia Geral, Ctro. de Cie. Biológicas, Universidade Estadual de Londrina, Caixa Postal 6001, 86051-990 Londrina, PR, Brazil","Chiari, L., Departamento de Biologia Geral, Ctro. de Cie. Biológicas, Universidade Estadual de Londrina, Caixa Postal 6001, 86051-990 Londrina, PR, Brazil; Sodré, L.M.K., Departamento de Biologia Geral, Ctro. de Cie. Biológicas, Universidade Estadual de Londrina, Caixa Postal 6001, 86051-990 Londrina, PR, Brazil","Genetic variability was studied in five fish species (Anostomidae): Schizodon intermedius and S. nasutus and Leporinus friderici, L. elongatus and L. obtusidens, collected at one location on the Tibagi River (Parana, Brazil). The protein data from seven systems coded collectively for 19 loci in the liver, muscle and heart. Nine of these loci were polymorphic. The estimated proportion of polymorphism loci (P) varied from 16.7% in S. intermedius to 36.9% in L. friderici; the mean heterozygosity observed (Ho) was 0.027 ± 0.015 and 0.109 ± 0.042, respectively. The estimated value of the genetic identity among L. friderici and S. intermedius (0.749) and S. nasutus (0.787) suggested that these are 'congeneric' species. Morphological characteristics indicate that these species belong to distinct genera, while isoenzymatic data show that they are very similar at the genetic/biochemical level."
"Borba-Murad G.R.","Changes in glycemia induced by exercise in rats: Contribution of hepatic glycogenolysis and gluconeogenesis",1998,"Research Communications in Molecular Pathology and Pharmacology",9,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032456015&partnerID=40&md5=850c7cbfebd2b5d80f3c41c951ed850d","University of Londrina, UEL, Londrina, PR, Brazil","Borba-Murad, G.R., University of Londrina, UEL, Londrina, PR, Brazil","The participation of hepatic glycogenolysis and gluconeogenesis to the glycemic changes promoted by exercise was investigated. For this purpose, we employed swimming rats (2.5% body weight extra load attached to the tail, at 24°C) using a favorable condition to measure hepatic glycogenolysis (fed rats) and a favorable condition to measure hepatic gluconeogenesis (fasted rats). This experimental approach permits us to compare the contribution of hepatic glycogenolysis and gluconeogenesis to glucose changes for a specific schedule of exercise. The animals were investigated at rest, after 5 minutes of swimming and after swimming to exhaustion. Our results show that hepatic glycogen has a crucial role to determine hyperglycemia during exercise. In contrast, hypoglycemia developed during exercise when glycogen was depleted. However, the ability of the liver to produce glucose from L-lactate, glycerol and L-glutamine was increased during exercise. Taken together, these findings suggest that the hepatic capacity to produce glucose from gluconeogenic substrates (except for L-alanine) was increased when hepatic glycogen stores were depleted. Thus, the increased capacity to produce glucose shown by livers from exercising rats must to be an important metabolic adaptation to protect against severe hypoglycemia."
"Gallego A.G., Moreira I., Pozza P.C., De Oliveira Carvalho P.L., Sierra L.M.P., De Lima Costa Filho C.","Neutral semi-purified glycerin in starting pigs feeding",2014,"Semina:Ciencias Agrarias",8,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84910086448&doi=10.5433%2f1679-0359.2014v35n5p2831&partnerID=40&md5=4bb231447c9dacc83d65d76b4aee91ee","Universidade Estadual de Maringá, UEM, Maringá, PR, Brazil; Dept. de Zootecnia, UEM, Maringá, PR, Brazil; Dept. de Zootecnia da Universidade Estadual do Oeste do Paraná, UNIOESTE, Marechal Cândido Rondon, PR, Brazil; Faculdad Del Medicina Veterinária y Zootecnia, Universidad Del Tolima, UT, Ibagué, Tolima, Colombia","Gallego, A.G., Universidade Estadual de Maringá, UEM, Maringá, PR, Brazil; Moreira, I., Dept. de Zootecnia, UEM, Maringá, PR, Brazil; Pozza, P.C., Dept. de Zootecnia, UEM, Maringá, PR, Brazil; De Oliveira Carvalho, P.L., Dept. de Zootecnia da Universidade Estadual do Oeste do Paraná, UNIOESTE, Marechal Cândido Rondon, PR, Brazil; Sierra, L.M.P., Faculdad Del Medicina Veterinária y Zootecnia, Universidad Del Tolima, UT, Ibagué, Tolima, Colombia; De Lima Costa Filho, C., Universidade Estadual de Maringá, UEM, Maringá, PR, Brazil","Glycerin is a major co-product resulting from biodiesel production, and it has been proposed as a highenergy source for use in swine diets. However, it is necessary to determine the nutritional value of neutral semi-purified glycerin (NSPG). In this study two experiments were carried out to determine the nutritional value, evaluated the performance and economic feasibility of starting piglets fed on neutral semi-purified glycerin. A digestibility trial (Experiment I) was conducted using 30 crossbred barrows with an initial average body weight of 42.91±1.58 kg. The glycerin levels used in the digestibility assay were 4, 8, 12 and 16% of the basal diet (corn + soybean meal based). The digestible energy (DE) and metabolizable (ME) energy values of glycerin were estimated by regression of DE and ME (kcal/kg) intake associated with glycerin vs. glycerin intake (kg). The values (as-fed-basis) of DE and ME (kcal/ kg) obtained were 3,298 and 2,531, respectively. In Experiment II, 100 piglets (50 gilts and 50 barrows) with BW = 15.14±0.06 to 30.28±0.65 were allotted in a randomized design using four inclusion levels (3.5, 7.0, 10.5 and 14%) of NSPG. There were ten replicates with two piglets per experimental unit. Additionally, a control diet containing no glycerin (0%) was formulated. The results show it is feasible to use up to 14% NSPG in piglet feed without impairing performance and plasma chemistry."
"Nobrega M.M., Olivato J.B., Bilck A.P., Grossmann M.V.E., Yamashita F.","Glycerol with different purity grades derived from biodiesel: Effect on the mechanical and viscoelastic properties of biodegradable strands and films",2012,"Materials Science and Engineering C",8,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866023959&doi=10.1016%2fj.msec.2012.06.005&partnerID=40&md5=668bf68df794ff4babded3691266023c","Department of Food Science and Technology, Universidade Estadual de Londrina, P.O. Box 6001, CEP 86051-990, Londrina, PR, Brazil","Nobrega, M.M., Department of Food Science and Technology, Universidade Estadual de Londrina, P.O. Box 6001, CEP 86051-990, Londrina, PR, Brazil; Olivato, J.B., Department of Food Science and Technology, Universidade Estadual de Londrina, P.O. Box 6001, CEP 86051-990, Londrina, PR, Brazil; Bilck, A.P., Department of Food Science and Technology, Universidade Estadual de Londrina, P.O. Box 6001, CEP 86051-990, Londrina, PR, Brazil; Grossmann, M.V.E., Department of Food Science and Technology, Universidade Estadual de Londrina, P.O. Box 6001, CEP 86051-990, Londrina, PR, Brazil; Yamashita, F., Department of Food Science and Technology, Universidade Estadual de Londrina, P.O. Box 6001, CEP 86051-990, Londrina, PR, Brazil","The objectives of this work were to produce biodegradable films by blown extrusion containing glycerin obtained from biodiesel manufacturing as a plasticizer and to estimate the film characteristics using the mechanical and stress relaxation properties of the cylindrical strands. Three different purity grades of glycerin were investigated. Modified cassava starch, poly(butylene adipate co-terephthalate) and glycerin were utilized to produce the extruded cylindrical strands, and the pelletized strands were used to produce the films. Films with bi-distilled glycerin (BDG) as a plasticizer showed the highest elongation at break (438%) and the lowest Young's modulus (50 MPa), and the viscoelastic properties of the strands produced with BDG showed the most viscous behavior. The elongation at break of the strands was not influenced by the degree of purity of the glycerin, and their viscoelastic properties were useful in predicting the behavior in the blown film production. © 2012 Elsevier B.V."
"Gasparino E., Guimarães S.E.F., Neto A.R.O., Martins E.N., Lopes P.S., Batista E., Vesco A.P.D.","The effect of glycerol on mRNA expression of growth hormone, insulin-like growth factor, and mitochondrial breast muscle genes of Japanese quail",2012,"British Poultry Science",8,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84869438174&doi=10.1080%2f00071668.2012.716507&partnerID=40&md5=9d37ca8b5d4dfbbae54ca6ed550f9d67","Animal Science Department, Maringá State University, av. Colombo, 5790, Maringá, Paraná, Brazil; Animal Science Department, Viçosa Federal University, Viçosa, Minas Gerais, Brazil; Evonik- Degussa Brazil, São Paulo, Brazil","Gasparino, E., Animal Science Department, Maringá State University, av. Colombo, 5790, Maringá, Paraná, Brazil; Guimarães, S.E.F., Animal Science Department, Viçosa Federal University, Viçosa, Minas Gerais, Brazil; Neto, A.R.O., Evonik- Degussa Brazil, São Paulo, Brazil; Martins, E.N., Animal Science Department, Maringá State University, av. Colombo, 5790, Maringá, Paraná, Brazil; Lopes, P.S., Animal Science Department, Viçosa Federal University, Viçosa, Minas Gerais, Brazil; Batista, E., Animal Science Department, Maringá State University, av. Colombo, 5790, Maringá, Paraná, Brazil; Vesco, A.P.D., Animal Science Department, Maringá State University, av. Colombo, 5790, Maringá, Paraná, Brazil","1. A study was carried out to evaluate the expression of growth hormone (GH), insulin-like growth factor I (IGF-I), mitochondrial adenine nucleotide translocase (ANT), cytochrome oxidase III (COX III) and avian uncoupling protein (avUCP) genes in 14-d-old Japanese quail that were fed different levels of glycerol (0%, 4%, and 12% dietary glycerol) which replaced maize as an energy source.2. Total RNA was extracted from the breast muscle, and cDNA was amplified using real-time PCR with primers specific to the examined genes.3. Quail fed the diet with 12% glycerol supplementation presented higher growth hormone (GH) mRNA expression than did those fed 0% glycerol. Supplementation with 12% glycerol negatively influenced IGF-I mRNA expression and reduced ANT mRNA expression in comparison with the treatment with no glycerol. COX III mRNA expression in the pectoralis superficialis muscle was decreased by 26% in quail fed 12% glycerol compared with those fed 0 and 4% glycerol.4. There was no difference in UCP mRNA expression between quail fed 0 and 4% glycerol; however, UCP expression was reduced (73%) in birds fed the 12% glycerol diet compared with the level in those fed the 4% glycerol diet.5. The inclusion of 4% glycerol in the diet produced results similar to those of the diet with no glycerol. Based on quail performance and the expression of the GH, IGF-I, ANT, COX III and UCP genes, 4% glycerol can be used in quail feeding without any harmful effects. © 2012 Copyright Taylor and Francis Group, LLC."
"Del Bianco Benedeti P., Da Silva L.G., De Paula E.M., Shenkoru T., Marcondes M.I., Monteiro H.F., Amorati B., Yeh Y., Poulson S.R., Faciola A.P.","Effects of partial replacement of corn with glycerin on ruminal fermentation in a dual-flow continuous culture system",2015,"PLoS ONE",7,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84957574562&doi=10.1371%2fjournal.pone.0143201&partnerID=40&md5=9db8ecd959b9e393e3f2dde9c2466023","Department of Agriculture, Nutrition, and Veterinary Sciences, University of Nevada, Reno, NV, United States; Department of Animal Sciences, Federal University of Viçosa, Viçosa, Minas Gerais, Brazil; Department of Animal Sciences, Maringá State University, Maringá, Paraná, Brazil; Department of Geological Sciences and Engineering, University of Nevada, Reno, NV, United States","Del Bianco Benedeti, P., Department of Agriculture, Nutrition, and Veterinary Sciences, University of Nevada, Reno, NV, United States, Department of Animal Sciences, Federal University of Viçosa, Viçosa, Minas Gerais, Brazil; Da Silva, L.G., Department of Agriculture, Nutrition, and Veterinary Sciences, University of Nevada, Reno, NV, United States; De Paula, E.M., Department of Agriculture, Nutrition, and Veterinary Sciences, University of Nevada, Reno, NV, United States; Shenkoru, T., Department of Agriculture, Nutrition, and Veterinary Sciences, University of Nevada, Reno, NV, United States; Marcondes, M.I., Department of Animal Sciences, Federal University of Viçosa, Viçosa, Minas Gerais, Brazil; Monteiro, H.F., Department of Agriculture, Nutrition, and Veterinary Sciences, University of Nevada, Reno, NV, United States, Department of Animal Sciences, Maringá State University, Maringá, Paraná, Brazil; Amorati, B., Department of Agriculture, Nutrition, and Veterinary Sciences, University of Nevada, Reno, NV, United States; Yeh, Y., Department of Agriculture, Nutrition, and Veterinary Sciences, University of Nevada, Reno, NV, United States; Poulson, S.R., Department of Geological Sciences and Engineering, University of Nevada, Reno, NV, United States; Faciola, A.P., Department of Agriculture, Nutrition, and Veterinary Sciences, University of Nevada, Reno, NV, United States","The objective of this study was to evaluate the effects of partially replacing dry ground corn with glycerin on ruminal fermentation using a dual-flow continuous culture system. Six fermenters (1,223 ± 21 ml) were used in a replicated 3x3 Latin square arrangement with three periods of 10 d each, with 7 d for diet adaptation and 3 d for sample collections. All diets contained 75% concentrate and three dietary glycerin levels (0, 15, and 30% on dry matter basis), totaling six replicates per treatment. Fermenters were fed 72 g of dry matter/d equally divided in two meals/d, at 0800 and 2000 h. Solid and liquid dilution rates were adjusted daily to 5.5 and 11%/h, respectively. On d 8, 9, and 10, samples of 500 ml of solid and liquid digesta effluent were mixed, homogenized, and stored at -20°C. Subsamples of 10 ml were collected and preserved with 0.2 mL of a 50% H2SO4 solution for later determination of NH3-N and volatile fatty acids. Microbial biomass was isolated from fermenters for chemical analysis at the end of each experimental period. Data were analyzed using the MIXED procedure in SAS with α = 0.05. Glycerin levels did not affect apparent digestibility of DM (PLin. = 0.13; PQuad. = 0.40), OM (PLin. = 0.72; PQuad. = 0.15), NDF (PLin. = 0.38; PQuad. = 0.50) and ADF (PLin. = 0.91; PQuad. = 0.18). Also, glycerin inclusion did not affect true digestibility of DM (PLin. = 0.35; PQuad. = 0.48), and OM (PLin. = 0.08; PQuad. = 0.19). Concentrations of propionate (P &lt; 0.01) and total volatile fatty acids (P &lt; 0.01) increased linearly and concentrations of acetate (P &lt; 0.01), butyrate (P = 0.01), iso-valerate (P &lt; 0.01), and total branched-chain volatile fatty acids, as well as the acetate: propionate ratio (P &lt; 0.01) decreased with glycerin inclusion. Linear increases on NH3-N concentration in digesta effluent (P &lt; 0.01) and on NH3-N flow (P &lt; 0.01) were observed due to glycerin inclusion in the diets. Crude protein digestibility (P = 0.04) and microbial N flow (P = 0.04) were greater in the control treatment compared with the other treatments and responded quadratically with glycerin inclusion. Furthermore, the inclusion of glycerin linearly decreased (P = 0.02) nonammonia N flow. Glycerin levels did not affect the flows of total N (PLin. = 0.79; PQuad. = 0.35), and dietary N (PLin. = 0.99; PQuad. = 0.07), as well as microbial efficiency (PLin. = 0.09; PQuad. = 0.07). These results suggest that partially replacing dry ground corn with glycerin may change ruminal fermentation, by increasing total volatile fatty acids, and propionate concentration without affecting microbial efficiency, which may improve glucogenic potential of beef cattle diets. © 2015 Del Bianco Benedeti et al.This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited."
"Bruschi M.L., De Francisco L.M., de Toledo L.D.A.S., Borghi F.B.","An overview of recent patents on composition of mucoadhesive drug delivery systems",2015,"Recent Patents on Drug Delivery and Formulation",7,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930887829&partnerID=40&md5=75f41c8839b5abbdf5b5cbe7d189afad","Laboratory of Research and Development of Drug Delivery Systems, Department of Pharmacy, State University of Maringá, Maringá,PR, Brazil","Bruschi, M.L., Laboratory of Research and Development of Drug Delivery Systems, Department of Pharmacy, State University of Maringá, Maringá,PR, Brazil; De Francisco, L.M., Laboratory of Research and Development of Drug Delivery Systems, Department of Pharmacy, State University of Maringá, Maringá,PR, Brazil; de Toledo, L.D.A.S., Laboratory of Research and Development of Drug Delivery Systems, Department of Pharmacy, State University of Maringá, Maringá,PR, Brazil; Borghi, F.B., Laboratory of Research and Development of Drug Delivery Systems, Department of Pharmacy, State University of Maringá, Maringá,PR, Brazil","Mucoadhesion began to be applied to therapeutic systems with the aim of the incorporation of bioadhesive molecules into pharmaceutical dosage forms intended to keep in close contact with the tissue, releasing the drug near the action site, thereby increasing its bioavailability and promoting local or systemic effects. Different mucoadhesive materials and dosage forms have been studied, since the properties of mucoadhesion largely depend on the features of the material used in its preparation. This mini-review focuses on mucoadhesive therapeutic systems, the main mucosal routes of administration, and materials used to prepare the systems over the last five years. Patents and applications were reviewed, categorized and the materials were described together with the proposed systems. © 2015 Bentham Science Publishers."
"Voll F.A.P., Kanda L.R.S., Filho L.C., Corazza M.L.","(Liquid + liquid) equilibrium for the system (hydrolyzed palm oil + ethanol + water) for diacylglycerol enrichment",2013,"Journal of Chemical Thermodynamics",7,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870358181&doi=10.1016%2fj.jct.2012.10.009&partnerID=40&md5=348833a1a2b54ab592bb59564ed82e4c","Department of Chemical Engineering, Paraná Federal University (UFPR), Polytechnic Center (DTQ/ST/UFPR), Jardim das Américas, Curitiba, PR 82530-990, Brazil; Department of Chemical Engineering, Maringá State University, UEM, Av. Colombo 5790, Maringá, PR 87020-900, Brazil","Voll, F.A.P., Department of Chemical Engineering, Paraná Federal University (UFPR), Polytechnic Center (DTQ/ST/UFPR), Jardim das Américas, Curitiba, PR 82530-990, Brazil, Department of Chemical Engineering, Maringá State University, UEM, Av. Colombo 5790, Maringá, PR 87020-900, Brazil; Kanda, L.R.S., Department of Chemical Engineering, Paraná Federal University (UFPR), Polytechnic Center (DTQ/ST/UFPR), Jardim das Américas, Curitiba, PR 82530-990, Brazil; Filho, L.C., Department of Chemical Engineering, Maringá State University, UEM, Av. Colombo 5790, Maringá, PR 87020-900, Brazil; Corazza, M.L., Department of Chemical Engineering, Paraná Federal University (UFPR), Polytechnic Center (DTQ/ST/UFPR), Jardim das Américas, Curitiba, PR 82530-990, Brazil","This work reports experimental results and the thermodynamic modelling of the (liquid + liquid) equilibrium of hydrolyzed palm oil (which contains triacylglycerols, diacylglycerols, monoacylglycerols and free fatty acids in its composition) with water and ethanol. The LLE values were obtained with the aim of enriching the palm oil diacylglycerol content by LLE extraction. The LLE experimental data were used to estimate UNIQUAC and NRTL parameters, which were used for (liquid + liquid) calculations employing the Gibbs free energy minimization approach. Experimental data were well correlated using UNIQUAC and NRTL models, in which the maximum value of root mean square deviation maximum of 0.75 wt.% was obtained. From the results obtained in this study, it was possible to demonstrate the feasibility of the palm oil diacylglycerol enrichment through liquid-liquid phase separation following the esterification procedure. © 2012 Elsevier Ltd. All rights reserved."
