Authors,Title,Year,Source title,Cited by,Link,Affiliations,Authors with affiliations,Abstract
"Mandirola Brieux H.F., Bhuiyan Masud J.H., Kumar Meher S., Kumar V., Portilla F., Indarte S., Luna D., Otero C., Otero P., González Bernaldo De Quirós F.",Challenges and Hurdles of eHealth Implementation in Developing Countries,2015,Studies in Health Technology and Informatics,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84951982909&doi=10.3233%2f978-1-61499-564-7-434&partnerID=40&md5=843ab52085e88171e91b6003c7c86e45,"Hospital Italiano, Buenos Aires, Argentina; UNICEF, Bangladesh; All India Institute of Medical Sciences, Delhi, India; HL7 Colombia, Bogota, Colombia; SUEIIDISS, Montevideo, Uruguay","Mandirola Brieux, H.F., Hospital Italiano, Buenos Aires, Argentina; Bhuiyan Masud, J.H., UNICEF, Bangladesh; Kumar Meher, S., All India Institute of Medical Sciences, Delhi, India; Kumar, V., All India Institute of Medical Sciences, Delhi, India; Portilla, F., HL7 Colombia, Bogota, Colombia; Indarte, S., SUEIIDISS, Montevideo, Uruguay; Luna, D., Hospital Italiano, Buenos Aires, Argentina; Otero, C., Hospital Italiano, Buenos Aires, Argentina; Otero, P., Hospital Italiano, Buenos Aires, Argentina; González Bernaldo De Quirós, F., Hospital Italiano, Buenos Aires, Argentina","Health informatics has the potential to improve the security and quality of patient care, but its impact has varied between developed and developing countries. Related to this, the objective of this study is to identify the challenges and hurdles to improve eHealth in developing countries. We surveyed experts to discover their opinions about five general questions: economic support by Government for eHealth, Government education or training projects in the field, issues related to cultural or educational problems for the implementation of eHealth, policies in terminology or messaging standards and eHealth status policies for long periods. The respondents answered affirmatively in these proportions: 1. Economic support policies 58%, 2. Training policies 25%, 3. Cultural and educational problems 95%, 4. Standards policies, 38%, 5. Policies for long periods, 50% Conclusion: Our survey has shown that the important problems that need to be addressed in order to implement e-Health in developing countries are firstly, cultural and educational, secondly, economic resources and thirdly policies for long periods. © 2015 IMIA and IOS Press."
"Bliman F., Ferragut A., Paganini F.",Controlling aggregates of deferrable loads for power system regulation,2015,Proceedings of the American Control Conference,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940909092&doi=10.1109%2fACC.2015.7171081&partnerID=40&md5=063b6cc3173b2f55a299ff3d1b824bba,"Universidad ORT Uruguay, Uruguay","Bliman, F., Universidad ORT Uruguay, Uruguay; Ferragut, A., Universidad ORT Uruguay, Uruguay; Paganini, F., Universidad ORT Uruguay, Uruguay","This paper considers the role of a demand aggregator that manages a large number of consumer loads, with the objective of participating in the frequency regulation market. The key feature to be exploited is load deferrability in time, which enables the aggregator to adapt the consumption profile and thus reduce its own consumption of regulation, and even be a provider of regulation services to others. Rather than a microscopic model that considers individual loads and their scheduling, we consider here a macroscopic viewpoint drawn from fluid models of queueing systems. Here the state variable is the quantity of currently dispatchable loads, and the control input dictates the fraction of those which are currently active. The dynamics is a simple nonlinear ODE that allows us to design a controller with a feedforward term to track an external regulation reference, and a feedback term to reduce the impact of random load oscillations, in an agnostic way to the microscopic scheduling. The performance of this controller is evaluated by simulation using practical regulation signals. © 2015 American Automatic Control Council."
"Fernández E., Besuievsky G.",Inverse opening design with anisotropic lighting incidence,2015,Computers and Graphics (Pergamon),,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922589125&doi=10.1016%2fj.cag.2015.01.003&partnerID=40&md5=3401adca11a2f7b15e0ac3db29992ad7,"Centro de Cálculo, Universidad de la República, Uruguay; Geometry and Graphics Group, Universitat de Girona, Spain","Fernández, E., Centro de Cálculo, Universidad de la República, Uruguay; Besuievsky, G., Geometry and Graphics Group, Universitat de Girona, Spain","In architectural design, configuring opening shapes is a crucial element of daylight analysis. In this paper we present a new method which optimizes opening shapes to meet specified lighting design purposes. This novel approach treats the problem as an inverse lighting problem considering global illumination contributions and anisotropic lighting incidence, therefore any kind of sky distribution can be used as an external source of light. The key to our technique is in exploiting coherence to formulate a compact representation that can be tailored to optimization processes. The resulting reduction in processing time and efficiency in achieving optimal shapes along with the feasibility of dealing with anisotropic light sources are our key contributions. © 2015 Elsevier Ltd."
"Balsa A.I., Gandelman N., González N.",Peer Effects in Risk Aversion,2015,Risk Analysis,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922578752&doi=10.1111%2frisa.12260&partnerID=40&md5=e4487764d3fe213bd53f3984738976d3,"Universidad de Montevideo, Montevideo, Uruguay; Universidad ORT Uruguay, Montevideo, Uruguay; CEMFI, Madrid, Spain","Balsa, A.I., Universidad de Montevideo, Montevideo, Uruguay; Gandelman, N., Universidad ORT Uruguay, Montevideo, Uruguay; González, N., CEMFI, Madrid, Spain","We estimate peer effects in risk attitudes in a sample of high school students. Relative risk aversion is elicited from surveys administered at school. Identification of peer effects is based on parents not being able to choose the class within the school of their choice, and on the use of instrumental variables conditional on school-grade fixed effects. We find a significant and quantitatively large impact of peers' risk attitudes on a male individual's coefficient of risk aversion. Specifically, a one standard deviation increase in the group's coefficient of risk aversion increases an individual's risk aversion by 43%. Our findings shed light on the origin and stability of risk attitudes and, more generally, on the determinants of economic preferences. © 2014 Society for Risk Analysis."
"Margolis A., Gonzalez-Martinez F., Noboa O., Abbud-Filho M., Lorier L., Nin M., Silvariño R., García S., Pefaur J., Greloni G.C., Noronha I.L., Lopez A., Ribeiro-Alves M.A., Tanús R., Fernández-Cean J.",Online Continuing Medical Education for the Latin American Nephrology Community,2015,Studies in Health Technology and Informatics,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942048096&doi=10.3233%2f978-1-61499-564-7-372&partnerID=40&md5=330e729e761e518f7b9856fd7c53f163,"EviMed Corp, Uruguay; School of Engineering, Universidad de la República, Uruguay; Nephrology Department, Universidad de la República, Uruguay; Faculdade de Medicina de São José Do Rio Preto, Brazil; Facultad de Medicina, Universidad de Chile, Chile; Nephrology Department, Hospital Italiano de Buenos Aires, Argentina; Nephrology Department, Universidade de Sao Paulo, Brazil; Nephrology Department, Universidade Estadual de Campinas, Brazil; STALYC, Brazil; SLANH, Brazil","Margolis, A., EviMed Corp, Uruguay, School of Engineering, Universidad de la República, Uruguay; Gonzalez-Martinez, F., Nephrology Department, Universidad de la República, Uruguay; Noboa, O., Nephrology Department, Universidad de la República, Uruguay; Abbud-Filho, M., Faculdade de Medicina de São José Do Rio Preto, Brazil; Lorier, L., EviMed Corp, Uruguay; Nin, M., Nephrology Department, Universidad de la República, Uruguay; Silvariño, R., Nephrology Department, Universidad de la República, Uruguay; García, S., EviMed Corp, Uruguay; Pefaur, J., Facultad de Medicina, Universidad de Chile, Chile; Greloni, G.C., Nephrology Department, Hospital Italiano de Buenos Aires, Argentina; Noronha, I.L., Nephrology Department, Universidade de Sao Paulo, Brazil; Lopez, A., EviMed Corp, Uruguay, School of Engineering, Universidad de la República, Uruguay; Ribeiro-Alves, M.A., Nephrology Department, Universidade Estadual de Campinas, Brazil; Tanús, R., STALYC, Brazil; Fernández-Cean, J., SLANH, Brazil","A continuing medical education (CME) course was implemented for Latin American nephrologists in 2013. The topic was Immunopathology in native and transplanted kidneys. The course was given in Spanish and Portuguese. The activities included a distance education seven-week asynchronous online modality with multiple educational strategies. Thirty hours of study workload were estimated to complete the course. Four hundred and ninety-eight physicians coming from 18 countries registered for the course; 442 of them participated in it. Of those who participated, 51% received a certificate of completion and 29% a certificate of participation. Sixty-five percent of registrants participated in the case discussions. Eighty-six percent were very satisfied and 13% were satisfied. Lack of time to devote to the course was the main limitation expressed (62%), while Internet access or difficulties in the use of technology were considered by only 12 and 6% of participants, respectively. There was a significant increase in knowledge between before and after the course; the average grade increased from 64 to 83%. In conclusion, technology-enabled education demonstrated potential to become an instrument for Latin American nephrologists. © 2015 IMIA and IOS Press."
"Armentano R.L., Cymberknop L.J., Bagnasco D.S., Ballarin F.M., Balay G., Negreira C.A., Abraham G.A.",Similarities of arterial collagen pressure-diameter relationship in ovine femoral arteries and PLLA vascular grafts,2014,"2014 36th Annual International Conference of the IEEE Engineering in Medicine and Biology Society, EMBC 2014",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929501237&doi=10.1109%2fEMBC.2014.6944080&partnerID=40&md5=7387f13f4c5f0aee85f626eedd9bfccd,"Northwest Regional University Center, Republic University, Paysandu, Uruguay; Buenos Aires Regional Faculty, National Technological University, Ciudad Autónoma de Buenos Aires, Argentina; Science Faculty, Republic University, Montevideo, Uruguay; INTEMA, Engineering Faculty, Mar Del Plata University, Buenos Aires, Argentina","Armentano, R.L., Northwest Regional University Center, Republic University, Paysandu, Uruguay; Cymberknop, L.J., Buenos Aires Regional Faculty, National Technological University, Ciudad Autónoma de Buenos Aires, Argentina; Bagnasco, D.S., Science Faculty, Republic University, Montevideo, Uruguay; Ballarin, F.M., INTEMA, Engineering Faculty, Mar Del Plata University, Buenos Aires, Argentina; Balay, G., Science Faculty, Republic University, Montevideo, Uruguay; Negreira, C.A., Science Faculty, Republic University, Montevideo, Uruguay; Abraham, G.A., INTEMA, Engineering Faculty, Mar Del Plata University, Buenos Aires, Argentina","Introduction: In-vivo implanted vascular grafts fail due to the mechanical mismatch between the native vessel and the implant. The biomechanical characterization of native vessels provides valuable information towards the development of synthetic grafts. Materials and Methods: Five samples of electrospun nanofibrous poly(L-lactic acid)(PLLA) tubular structures were subjected to physiological pulsating pressure using an experimental setup. Four ovine femoral arteries were also tested in the experimental setup under the same conditions. Instantaneous diameter and pressure signals were obtained using gold standard techniques, in order to estimate the dynamic pressure-strain elastic modulus (E<inf>Pε</inf>) of both native vessels and grafts. Results: Synthetic grafts showed a significant increase of E<inf>Pε</inf> (10.57±0.97 to 17.63±2.61 106 dyn/cm2) when pressure was increased from a range of 50-90 mmHg (elastin-response range) to a range of 100-130 mmHg (collagen-response range). Furthermore, femoral arteries also exhibited a significant increase of E<inf>Pε</inf> (1.66±0.30 to 15.76±4.78 106 dyn/cm2) with the same pressure variation, showing that both native vessels and synthetic grafts have a similar behavior in the collagen-acting range. Conclusion: The mechanical behavior of PLLA vascular grafts was characterized In vitro. However, the procedure can be easily extrapolated to In vivo experiences in conscious and chronically instrumented animals. © 2014 IEEE."
"Villaverde J., Steinfeld L., Oreggioni J., Bouvier D., Fernández C.",Self-energy meter in duty-cycle battery operated sensor nodes,2014,Conference Record - IEEE Instrumentation and Measurement Technology Conference,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905686724&doi=10.1109%2fI2MTC.2014.6861015&partnerID=40&md5=aa6bebe3455c2929cc65db0daf9168df,"Instituto de Ingeniería Eléctrica, Facultad de Ingeniería UdelaR, Montevideo, Uruguay","Villaverde, J., Instituto de Ingeniería Eléctrica, Facultad de Ingeniería UdelaR, Montevideo, Uruguay; Steinfeld, L., Instituto de Ingeniería Eléctrica, Facultad de Ingeniería UdelaR, Montevideo, Uruguay; Oreggioni, J., Instituto de Ingeniería Eléctrica, Facultad de Ingeniería UdelaR, Montevideo, Uruguay; Bouvier, D., Instituto de Ingeniería Eléctrica, Facultad de Ingeniería UdelaR, Montevideo, Uruguay; Fernández, C., Instituto de Ingeniería Eléctrica, Facultad de Ingeniería UdelaR, Montevideo, Uruguay","Reduced levels of energy consumption is one of the major goals in Wireless Sensor Networks (WSNs), making the design of a sensor node a challenging task. On-field real-time measurement of the energy consumption of sensor nodes could have a major impact on developing wireless networks. It could be applied to predict the remaining battery charge or to asses the energy efficiency of communication protocols. However, designing such a system presents many challenges that will be discussed in this work. Moreover, we present a measurement method and circuit, named self-energy meter (SEM), that easily adds to a sensor node the capability of measuring its own energy consumption. SEM is a novel approach focused in solving the problem of covering a dynamic range of five decades in duty-cycle battery operated sensor nodes. Experimental results show that SEM has very low power consumption, ensuring an almost negligible impact in the battery lifetime, is highly linear, presents a very low temperature drift, and is almost independent of the power supply. © 2014 IEEE."
"Cardellino P., Leiringer R.",Facilitating change in primary education: The role of existing school facilities in ICT initiatives,2014,Facilities,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84916239116&doi=10.1108%2fF-04-2013-0026&partnerID=40&md5=5541c76ff0db07495fc42a347dff140b,"Universidad ORT Uruguay, Montevideo, Uruguay; Department of Real Estate and Construction, University of Hong Kong Pokfulam, Hong Kong","Cardellino, P., Universidad ORT Uruguay, Montevideo, Uruguay; Leiringer, R., Department of Real Estate and Construction, University of Hong Kong Pokfulam, Hong Kong","Purpose – The aim of this paper is to illuminate the impact that the implementation of the Plan Ceibal imposes on the existing school infrastructure and how the use and upkeep of available facilities might need to be altered and changed to accommodate the new technology. Uruguay is, through the Plan Ceibal, the first country to provide every public primary school child with a laptop free of charge. The Plan represents a major investment to promote digital literacy and improve the quality of education.Design/methodology/approach – Empirical data are drawn from a multiple case study of five public primary schools. Particular attention is given to how school facilities and their immediate surroundings mediate the successful introduction and adoption of individual laptops.Findings – Plan Ceibal has the potential to change traditional teaching methods and behavioural patterns, which will in turn have an impact on how facilities and spaces are used. Questions are raised regarding the ultimate effectiveness of the initiative and if the aspired to improvements might be curtailed by a lack of investment in other areas, such as the school infrastructure. We argue for a context-sensitive view on research that not only considers the technology and potential changes in pedagogical approaches but also the physical environment in which these changes are to take place.Originality/value – Research into facilities and asset management has an important role to play in the achievement of effective learning environments and the successful uptake of information communication technology (ICT) initiatives. © Emerald Group Publishing Limited."
"Kubrusly A.C., Von Der Weid J.P., Braga A.M.B., Pérez N., Adamowski J.C., De Oliveira T.F.",Development of a mechanical strain sensor based on time reversal of ultrasonic guided waves,2014,Conference Record - IEEE Instrumentation and Measurement Technology Conference,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905715705&doi=10.1109%2fI2MTC.2014.6860758&partnerID=40&md5=b0fba18d98196a317c5347f4b1200b86,"Pontifical Catholic University of Rio de Janeiro, Rio de Janeiro, RJ, Brazil; Paysandú University Center, University of the Republic, Paysandú, Uruguay; Department of Mechatronic and Mechanical Systems Engineering, University of São Paulo, São Paulo, SP, Brazil","Kubrusly, A.C., Pontifical Catholic University of Rio de Janeiro, Rio de Janeiro, RJ, Brazil; Von Der Weid, J.P., Pontifical Catholic University of Rio de Janeiro, Rio de Janeiro, RJ, Brazil; Braga, A.M.B., Pontifical Catholic University of Rio de Janeiro, Rio de Janeiro, RJ, Brazil; Pérez, N., Paysandú University Center, University of the Republic, Paysandú, Uruguay; Adamowski, J.C., Department of Mechatronic and Mechanical Systems Engineering, University of São Paulo, São Paulo, SP, Brazil; De Oliveira, T.F., Department of Mechatronic and Mechanical Systems Engineering, University of São Paulo, São Paulo, SP, Brazil","The development of a strain sensor based on the time reversal focusing technique is presented. The sensor is composed by a strip of aluminum plate with two ultrasonic piezocomposite transducers bonded at the ends of the plate. The time reversal technique acts as a dispersion compensator of the guided waves propagating in the plate, allowing time recompression of the waves. When the plate is subjected to a longitudinal traction, a time reversal focusing is performed between the transducers in order to detect the change in the focus due to strain. The strain can be evaluated by measuring the change of the amplitude and shift in the time of flight, and comparing them with a reference signal obtained at zero strain state. In order to improve the systems sensitivity, 2-2 piezocomposite transducers designed to operate between 0.2 to 3.0 MHz are used. Experiments are conducted by applying strain up to 150 μ-strain. The results show an increase in sensitivity when compared with the results of the conventional mono-element transducer greater than 200%. Results presented here can be used in the project of stress monitoring transducers and structural health systems. © 2014 IEEE."
"Barabino N., Rodríguez B.",Performance evaluation of FSO and MMW for the uruguayan weather conditions,2013,Wireless Personal Communications,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890566745&doi=10.1007%2fs11277-013-1249-y&partnerID=40&md5=55e2c972a4399948c669e1f4c9f74f4d,"IIE, UdelaR, Montevideo, Uruguay","Barabino, N., IIE, UdelaR, Montevideo, Uruguay; Rodríguez, B., IIE, UdelaR, Montevideo, Uruguay","In this work the free space optics (FSO) and the millimeter waves (MMW) links are studied for the Uruguayan weather conditions. FSO availability is affected by fog significantly, while MMW availability is mainly affected by rains. Considering visibility and rain intensity data, these availabilities are estimated for the Uruguayan weather conditions. The results are extensible to other areas with similar weather. Finally the use of both links simultaneously, one as a backup of the other, is discussed. © 2013 Springer Science+Business Media New York."
"Margolis A., Joglar F., De Quirós F.G.B., Baum A., Fernández A., García S., Arredondo A.L., Hersh W.R.",10×10 comes full circle: Spanish version back to United States in Puerto Rico,2013,Studies in Health Technology and Informatics,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893607040&doi=10.3233%2f978-1-61499-289-9-1134&partnerID=40&md5=2feb54b96194df5f89ef3136c041ab27,"EviMed Corp., Uruguay; Hospital Italiano de Buenos Aires, Argentina; Regional Extension Center, Ponce School of Medicine, Puerto Rico; Oregon Health Sciences University, United States; EviMed Corp., Puerto Rico","Margolis, A., EviMed Corp., Uruguay, EviMed Corp., Puerto Rico; Joglar, F., EviMed Corp., Uruguay, EviMed Corp., Puerto Rico; De Quirós, F.G.B., Hospital Italiano de Buenos Aires, Argentina; Baum, A., Hospital Italiano de Buenos Aires, Argentina; Fernández, A., Regional Extension Center, Ponce School of Medicine, Puerto Rico; García, S., EviMed Corp., Uruguay, EviMed Corp., Puerto Rico; Arredondo, A.L., EviMed Corp., Uruguay, EviMed Corp., Puerto Rico; Hersh, W.R., Oregon Health Sciences University, United States","The adaptation of the 10x10 certificate program in health information systems for a Puerto Rican audience is described. The 10x10 program was initially developed in the USA by the Oregon Health Sciences University (OHSU), then adapted to Latin America by Hospital Italiano de Buenos Aires. Puerto Rico is in the intersection of the United States and Latin America, in terms of government, health care system, culture and language. Therefore, it seemed reasonable to re-adapt the program back to the USA, in Spanish, taking into account these facts and the experience of the team in delivering blended learning adapted to local needs. Forty professionals from Puerto Rico are currently taking the first version of the course, supported by the Regional Extension Center for Puerto Rico and the US Virgin Islands, and endorsed by the American Medical Informatics Association (AMIA). © 2013 IMIA and IOS Press."
"Soler J., Gómez M., Rodellar J., Gamazo P.",Application of the GoRoSo feedforward algorithm to compute the gate trajectories for a quick canal closing in the case of an emergency,2013,Journal of Irrigation and Drainage Engineering,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84888047206&doi=10.1061%2f%28ASCE%29IR.1943-4774.0000640&partnerID=40&md5=ee382e22193ed5ed9ea1a7b239051f2f,"Dept. of Applied Mathematics III, Technical Univ. of Catalonia, Comte d'Urgell 187, 08036 Barcelona, Spain; Water Dept., Univ. of the Republic, Gral. Rivera 1350, C.P. 50000 Salto, Uruguay; Dept. of Hydraulics, Coastal and Environmental Engineering, Technical Univ. of Catalonia, Jordi Girona 1-3, 08034 Barcelona, Spain; Dept. of Applied Mathematics III, Technical Univ. of Catalonia, Jordi Girona 1-3, 08034 Barcelona, Spain","Soler, J., Dept. of Applied Mathematics III, Technical Univ. of Catalonia, Comte d'Urgell 187, 08036 Barcelona, Spain, Water Dept., Univ. of the Republic, Gral. Rivera 1350, C.P. 50000 Salto, Uruguay; Gómez, M., Dept. of Hydraulics, Coastal and Environmental Engineering, Technical Univ. of Catalonia, Jordi Girona 1-3, 08034 Barcelona, Spain; Rodellar, J., Dept. of Applied Mathematics III, Technical Univ. of Catalonia, Jordi Girona 1-3, 08034 Barcelona, Spain; Gamazo, P., Water Dept., Univ. of the Republic, Gral. Rivera 1350, C.P. 50000 Salto, Uruguay","The canal delivery system in the Left Hemidelta area of the Ebro River in Spain consists of a tree-shaped net of open canals. The overall system can be quickly isolated in the case of an emergency by closing the upstream pool. Transients, in which the initial state is hydraulically far from the final state, are difficult to handle and cannot be made in only one gate movement in order to protect the canal lining. Therefore, they have to be as smooth as possible. GoRoSo is a feedforward control algorithm for irrigation canals based on sequential quadratic programming. With this tool, it is possible to calculate the gate trajectories that smoothly carry the canal from the initial state to the final state by keeping the water depth constant at checkpoints. The paper shows the efficient implementation of GoRoSo in both the closure and opening operations of the canal delivery system. © 2013 American Society of Civil Engineers."
"Ramos A., Bazan I., Negreira C., Brum J., Resales A., Gallegos F.",Analyzing wall thickness of artery phantoms in a noninvasive way,2013,"Pan American Health Care Exchanges, PAHCE",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884337913&doi=10.1109%2fPAHCE.2013.6568356&partnerID=40&md5=96837f6a4378516532047bc5e4abad93,"Ultrasonic Systems Laboratory (CSIC), Madrid, Spain; ESIME, Insto. Politécnico Nacional (IPN), México DF, Mexico; Dpto. Materiales, Fac. Ciencias, Univer. de la Republics, Montevideo, Uruguay","Ramos, A., Ultrasonic Systems Laboratory (CSIC), Madrid, Spain; Bazan, I., ESIME, Insto. Politécnico Nacional (IPN), México DF, Mexico; Negreira, C., Dpto. Materiales, Fac. Ciencias, Univer. de la Republics, Montevideo, Uruguay; Brum, J., Dpto. Materiales, Fac. Ciencias, Univer. de la Republics, Montevideo, Uruguay; Resales, A., ESIME, Insto. Politécnico Nacional (IPN), México DF, Mexico; Gallegos, F., ESIME, Insto. Politécnico Nacional (IPN), México DF, Mexico","Research looking for the achieving of an accurate measurement of thickness changes in thin biological walls (e.g. of blood vessels), is a promising work line in the medical area, because it would provide the bases to analyze the possibility of attaining early diagnoses of some diseases such as hypertension or atherosclerosis. But, to obtain a non-invasive estimation of these parameters on internal tissues, currently presents many difficulties that must be overcome. The use of high-frequency ultrasonic systems appears to offer a possible solution. In fact, the application of conventional ultrasonic imaging has shown this, but the spatial resolution related to this commercial option is not sufficient for a thickness evaluation with sufficient clinical significance, which would require accuracies of few microns. In this paper, some preliminary results of applying a new broadband ultrasonic procedure, recently developed by the authors for thickness measurement purposes, are analyzed for sub-millimeter layers made of materials similar (phantoms) to that of the biological tissues to be encountered into the artery walls. Two optional algorithms for estimating the power spectral density of the multi-pulse signals are assessed with some experimental echoes. Their potential resolutions and capabilities to provide accuracies around a micron are comparatively analyzed, for walls thickness estimation. © 2013 IEEE."
"Kao H.-W., Paris J.-F., Thomas Schwarz S.J., Long D.D.E.",A flexible simulation tool for estimating data loss risks in storage arrays,2013,IEEE Symposium on Mass Storage Systems and Technologies,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883081687&doi=10.1109%2fMSST.2013.6558435&partnerID=40&md5=d4112ee74ae1c914124ebee1ee12f1bd,"Computer Science Dept., University of Houston, Houston, TX 77204-3010, United States; Depto. de Informática y Ciencias de la Computación, U. Católica Del Uruguay, 11600 Montevideo, Uruguay; Computer Science Dept., University of California, Santa Cruz, CA 95064, United States","Kao, H.-W., Computer Science Dept., University of Houston, Houston, TX 77204-3010, United States; Paris, J.-F., Computer Science Dept., University of Houston, Houston, TX 77204-3010, United States; Thomas Schwarz, S.J., Depto. de Informática y Ciencias de la Computación, U. Católica Del Uruguay, 11600 Montevideo, Uruguay; Long, D.D.E., Computer Science Dept., University of California, Santa Cruz, CA 95064, United States","Proteus is an open-source simulation program that can predict the risk of data loss in many disk array configurations, among which, mirrored disks, all levels of RAID arrays and various two-dimensional RAID arrays. It characterizes each array by five numbers, namely, the size n of the array, the number nf of simultaneous disk failures the array will always tolerate without data loss, and the respective fractions f1, f2 and f3 of simultaneous failures of nf+ 1, nf+ 2 and nf+ 3 disks that will not result in a data loss. As with any simulation tool, Proteus imposes no restriction on the distributions of failure and repair events. Our measurements have shown a surprisingly good agreement with the results obtained through analytical techniques and no measurable difference between values obtained assuming deterministic repair times and those assuming exponential repair times. © 2013 IEEE."
"Santilli A., Puente I.",An empirical model to predict fresh concrete lateral pressure,2013,Construction and Building Materials,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879056539&doi=10.1016%2fj.conbuildmat.2013.05.028&partnerID=40&md5=325b9fbe425299d79c13c9a1bf5aecbe,"CITEM, Universidad de Montevideo, Luis P. Ponce 1306, 11300 Montevideo, Uruguay; Dept. of Mechanical Engineering, Institute of Civil Engineering, Tecnun (University of Navarra), Paseo Manuel de Lardizábal 13, 20018 San Sebastian, Spain","Santilli, A., CITEM, Universidad de Montevideo, Luis P. Ponce 1306, 11300 Montevideo, Uruguay; Puente, I., Dept. of Mechanical Engineering, Institute of Civil Engineering, Tecnun (University of Navarra), Paseo Manuel de Lardizábal 13, 20018 San Sebastian, Spain","In construction practice, an accurate model to predict fresh concrete lateral pressure is needed in order to design vertical formwork. In this work, an empirical model to predict lateral pressure for vibrated concrete was developed. A total of 226 experimental data recompiled from the literature were used in the formulation of the model. The model considers seven of the variables that affect fresh concrete lateral pressure: placement rate, slump cone, the height of the concrete piece, concrete temperature, minimum form dimension and cross section size. Due to the formulation of the model, the prediction obtained is always lower than the hydrostatic distribution. The principal objective of the model is to have an accurate prediction for high placement rates (over 10 m/h), which is a common practice today. Based on this idea, experimental data for self-compacting concrete compiled from the literature were used to verify the model's accuracy. The results show that, in general, applying the proposed model produces predictions that are better than those obtained from preexisting models. In particular, for high placement rates the model presents a very good approximation to the experimental data. © 2013 Elsevier Ltd. All rights reserved."
"Acuña J., Cuiñas I.",Average spectral efficiency of multi-modulation cellular systems,2013,IET Communications,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877829856&doi=10.1049%2fiet-com.2011.0895&partnerID=40&md5=6e0ef88077faadfb3375cc7ef3ac008b,"Departamento Ing. Eléctrica, Universidad de la República, Montevideo, Uruguay; Departamento Teoría do Sinal e Comunicacións, Universidade de Vigo, Vigo, Spain","Acuña, J., Departamento Ing. Eléctrica, Universidad de la República, Montevideo, Uruguay, Departamento Teoría do Sinal e Comunicacións, Universidade de Vigo, Vigo, Spain; Cuiñas, I., Departamento Teoría do Sinal e Comunicacións, Universidade de Vigo, Vigo, Spain","Fourth generation systems are proposed to create extended wireless networks by applying frequency reuse techniques based on a cellular scheme. However, the total bandwidth needed depends on the channel bandwidth and the signalto-interference protection ratio. The procedure to compute the performance of such interference-limited cellular systems is introduced in this study for systems with various modulation schemes (quadrature phase shift keying, 16 and 64 quadrature amplitude modulation), founding the percentage of the cell area that could be managed with each modulation, considering full load sectors. The conditions to share the same subcarriers between two users in next to base stations are also presented. The total bandwidth required to deploy a network with three sectored cells with 10 MHz channel results to be 360 MHz. This is a big issue since the size of the bands is generally 200 MHz, and it could limit the expected performance of these systems. © 2013 The Institution of Engineering and Technology."
